doi,work_id,title,year,best_sibling_overlap,n_records,admitted_c048
10.1017/s0031182012000091,22313619,Reading Vergil`s Aeneid: an interpretive guide,2000.0,0.0,2,False
10.1017/s0031182012000091,2131172077,High cold tolerance through four seasons and all free-living stages in an ectoparasite,2012.0,0.0,2,False
10.1017/s0031182012000832,22814124,الأساس القانوني لرجوع المؤجر على المستأجر من الباطن في القانون الأردني,2006.0,0.0,2,False
10.1017/s0031182012000832,2165831609,Size and sex matter: infection dynamics of an invading parasite (the pentastome <i>Raillietiella frenatus</i>) in an invading host (the cane toad <i>Rhinella marina</i>),2012.0,0.0,2,False
10.1017/s003118201400064x,24829037,Financing intangibles in Malaysian firms - is there evidence of a pecking order?,2007.0,0.0,2,False
10.1017/s003118201400064x,2071200508,How to become a parasite without sex chromosomes: a hypothesis for the evolution of<i>Strongyloides</i>spp. and related nematodes,2014.0,0.0,2,False
10.1017/s0031182015000475,25990429,整備技術 整備ハイライト--ISCVからの異音,2006.0,0.0,2,False
10.1017/s0031182015000475,2120765012,Cutaneous Leishmaniasis in dogs: is high seroprevalence indicative of a reservoir role?,2015.0,0.0,2,False
10.1017/s0031182021001669,35234595,The Public Audit (Wales) Bill: Memorandum by Professor David Heald to the Public Accounts Committee,2012.0,0.0,2,False
10.1017/s0031182021001669,3214565202,Ultrastructural characterization of host–parasite interactions of <i>Plasmodium coatneyi</i> in rhesus macaques,2021.0,0.0,2,False
10.1017/s0031182098003096,9820850,Cryopreservation of Zea mays L. embryonic axes,2011.0,0.0,2,False
10.1017/s0031182098003096,2170930172,Human portal serum stimulates cell proliferation in immature <i>Schistosoma mansoni</i>,1998.0,0.0,2,False
10.1017/s0033291706009172,17076915,機能不全家族に対応するプライマリ・チーム方式 (特集 思春期ケア・家族アプローチを考える),2001.0,0.0,2,False
10.1017/s0033291706009172,2392506815,What predicts poor mother–infant interaction in schizophrenia?,2006.0,0.0,2,False
10.1017/s0033291707002061,18005494,The Dimensions of Luxury,2013.0,0.0,2,False
10.1017/s0033291707002061,2069445786,Acute-phase and 1-year follow-up results of a randomized controlled trial of CBT <i>versus</i> Befriending for first-episode psychosis: the ACE project,2007.0,0.0,2,False
10.1017/s0033291719002277,31524118,機能形態から学ぶ転倒・転落防止 高次脳機能障害のある人の転倒・転落防止(第1回)高次脳機能障害から起こる転倒・転落は予防ができる,2008.0,0.0,2,False
10.1017/s0033291719002277,2973351498,Treatment response after 6 and 26 weeks is related to baseline glutamate and GABA levels in antipsychotic-naïve patients with psychosis,2019.0,0.0,2,False
10.1017/s0033291722000575,35348051,Recolección mecanizada en olivar,2011.0,0.0,2,False
10.1017/s0033291722000575,4221009805,Anhedonia as a transdiagnostic symptom across psychological disorders: a network approach,2022.0,0.0,2,False
10.1017/s0140525x09990951,19691899,Determination of Sulpiride by Sweep Stripping Voltammetry at a Mercury Electrode,2003.0,0.0,2,False
10.1017/s0140525x09990951,2005139579,Does sexual selection explain human sex differences in aggression?,2009.0,0.0,2,False
10.1017/s0140525x1300215x,24775143,"Linguistics, Language, and Communication.",1974.0,0.0,2,False
10.1017/s0140525x1300215x,2313165809,Cui bono? Selfish goals need to pay their way,2014.0,0.0,2,False
10.1017/s0305000916000155,26964662,Decisión pública: de la ilusión de control a la humildad,1991.0,0.0,2,False
10.1017/s0305000916000155,2311646670,Parents and their children's variable language: Is it acquisition or more?,2016.0,0.0,2,False
10.1017/s030500099600298x,9154012,Рецензия на книгу Т. В. Адорно «Введение в социологию»,2010.0,0.0,2,False
10.1017/s030500099600298x,2150820540,The Contrast Theory of negative input,1997.0,0.0,2,False
10.1017/s0317167100014724,23786746,A Method to Remove Fringes from Images using Wavelets (with IDL's defringeflat v1.5.5),2006.0,0.0,2,False
10.1017/s0317167100014724,1996991242,Multiple Sclerosis and Pregnancy: A Comparison Study,2013.0,0.0,2,False
10.1017/s0950268804002675,15635960,TO THE PROBLEM OF CHARGE RADIATION IN NONEQUILIBRIUM MEDIA.,1969.0,0.0,2,False
10.1017/s0950268804002675,2075519586,Estimating transmission parameters of F4+ <i>E. coli</i> for F4-receptor-positive and -negative piglets: one-to-one transmission experiment,2004.0,0.0,2,False
10.1017/s0950268807000088,18081951,La liberté contractuelle à l'épreuve du droit de la concurrence,2004.0,0.0,2,False
10.1017/s0950268807000088,2065292356,"Prevalence of RTI/STI agents and HIV infection in symptomatic and asymptomatic women attending peripheral health set-ups in Delhi, India",2007.0,0.0,2,False
10.1017/s0950268810000671,20334732,How to Build Cloud Computing Infrastructure,2013.0,0.0,2,False
10.1017/s0950268810000671,1999310725,"Estimating influenza-related excess mortality and reproduction numbers for seasonal influenza in Norway, 1975–2004",2010.0,0.0,2,False
10.1017/s0950268818000717,29633679,"2D1524 エンド-1,3-βグルカナーゼの糖結合モジュール各結合部位のラミナリン結合への寄与(蛋白質_構造機能相関1,第49回日本生物物理学会年会)",2011.0,0.0,2,False
10.1017/s0950268818000717,2796581573,Granulysin as a novel factor for the prognosis of the clinical course of chickenpox,2018.0,0.0,2,False
10.1017/s0954579413000862,24280373,"Influencia de las variables del proceso de pasteado de podas de olivo con etanolamina y sosa, sobre la composición de las pastas",2002.0,0.0,2,False
10.1017/s0954579413000862,1999860241,Identifying childhood characteristics that underlie premorbid risk for substance use disorders: Socialization and boldness,2013.0,0.0,2,False
10.1017/s0963180118000439,30570469,El acogimiento y otras medidas de protección de la infancia y adolescencia desamparada,2013.0,0.0,2,False
10.1017/s0963180118000439,2906151045,Let Us Assume That Gene Editing is Safe—The Role of Safety Arguments in the Gene Editing Debate,2018.0,0.0,2,False
10.1017/s0967199401001265,11508744,トレース・マッピング法によるデータ・パス・アーキテクチャの性能評価方式,1991.0,0.0,2,False
10.1017/s0967199401001265,1996793873,"Expression of pregnancy-associated glycoprotein 1 and 2 genes in <i>in vivo, in vitro</i> and parthenogenetically derived preimplantation pig embryos",2001.0,0.0,2,False
10.1017/s0967199409990256,19939333,生涯学習施設としての美術館の役割--米国のミュージアム・エデュケーションとその取り組みを通して,2008.0,0.0,2,False
10.1017/s0967199409990256,2020395910,Cryopreservation of feline epididymal spermatozoa from dead and alive animals and its use in assisted reproduction,2009.0,0.0,2,False
10.1017/s0967199413000488,24229611,Incompatibles con el olvido,1999.0,0.0,2,False
10.1017/s0967199413000488,1996410589,Early development of <i>Betta splendens</i> under stereomicroscopy and scanning electron microscopy,2013.0,0.0,2,False
10.1017/s0967199417000430,28835302,The Greater Digital Crisis,1998.0,0.0,2,False
10.1017/s0967199417000430,2750242512,Successful vitrification of whole juvenile testis in the critically endangered cyprinid honmoroko (<i>Gnathopogon caerulescens</i>),2017.0,0.0,2,False
10.1017/s0967199417000582,29244016,"Federíco García Lorca: De los ""poemas mayorquino"" a los ""Sonetos oscuros""",1988.0,0.0,2,False
10.1017/s0967199417000582,2771324239,Oleic acid in the modulation of oocyte and preimplantation embryo development,2017.0,0.0,2,False
10.1017/s0967199419000340,31412971,Le civisme a l'aune du quotidien scolaire,2006.0,0.0,2,False
10.1017/s0967199419000340,2968049087,MicroRNA expression in infertile men: its alterations and effects,2019.0,0.0,2,False
10.1017/s0967199423000448,38018398,Framework Proposal for Sender's Authentication.,2008.0,0.0,2,False
10.1017/s0967199423000448,4389144763,Paternal high-fat diet altered H3K36me3 pattern of pre-implantation embryos,2023.0,0.0,2,False
10.1017/s1092852921000171,33583460,Superconducting and magnetic properties of V/sub 3-x/Fe/sub x/Si and V/sub 3-x/Mn/sub x/Si,1976.0,0.0,2,False
10.1017/s1092852921000171,3130384779,Comparative efficacy of pharmacological treatments on measures of self-rated functional outcomes using the Sheehan Disability Scale in patients with major depressive disorder: a systematic review and network meta-analysis,2021.0,0.0,2,False
10.1017/s113874160000620x,17120709,NEW EVOLUTIONARY PARTICLE SWARM ALGORITHM (EPSO) APPLIED TO VOLTAGE/VAR CONTROL,2002.0,0.0,2,False
10.1017/s113874160000620x,1974914444,Lightness Compression and Hue Changes,2006.0,0.0,2,False
10.1017/s1355617703000134,12570365,La educación preescolar del niño sordo,1957.0,0.0,2,False
10.1017/s1355617703000134,1995033917,Qualitative features of finger movement during the Halstead finger oscillation test following traumatic brain injury,2003.0,0.0,2,False
10.1017/s1355617710001657,21208516,Integrating Sap R/3 Applications into a Total Quality Management Course,2005.0,0.0,2,False
10.1017/s1355617710001657,2322219650,"Performing Lateralized Approach and Avoidance Behaviors: Effects on Perceptual, Affective and Confidence Judgments",2011.0,0.0,2,False
10.1017/s1355617712000240,23057079,"Aspectos do comportamento reprodutivo de Aegla platensis Schimitt, em condições de cultivo (Crustacea, Anomura, Aeglidae)",2005.0,0.0,2,False
10.1017/s1355617712000240,2109780473,Performance Validity and Symptom Validity in Neuropsychological Assessment,2012.0,0.0,2,False
10.1017/s1431927616000799,27225525,Multistream auditory displays: The effects of amplitude modulation in the perception of multiple information streams,2003.0,0.0,2,False
10.1017/s1431927616000799,2404809610,Quantifying Variability of Manual Annotation in Cryo-Electron Tomograms,2016.0,0.0,2,False
10.1017/s1461145708009759,19126263,和泉市リサイクルプラザ「彩生館(さいせいかん)」による循環型まちづくり,1998.0,0.0,2,False
10.1017/s1461145708009759,2115504138,Serotonin transporter genotype is associated with cognitive performance but not regional 5-HT1A receptor binding in humans,2009.0,0.0,2,False
10.1017/s1464793101005693,11569787,"Rôle des récepteurs et des transporteurs du glutamate dans la survie et le développement ""in vitro"" des neurones hippocampiques",2003.0,0.0,2,False
10.1017/s1464793101005693,2127304074,The evolution of male mate choice in insects: a synthesis of ideas and evidence,2001.0,0.0,2,False
10.1017/s1464793101005863,12056746,Individuo e comunità.,2001.0,0.0,2,False
10.1017/s1464793101005863,2147281336,The sexually‐selected sperm hypothesis: sexbiased inheritance and sexual antagonism,2002.0,0.0,2,False
10.1017/s1466252307001387,18348741,B1 包丁研ぎ動作における熟練者と非熟練者の比較(スキルサイエンス1),2006.0,0.0,2,False
10.1017/s1466252307001387,2149839008,Comparative antiviral and proviral factors in semen and vaccines for preventing viral dissemination from the male reproductive tract and semen,2008.0,0.0,2,False
10.1017/s146625231500002x,2303488668,HoBi-like viruses – the typical ‘atypical bovine pestivirus’,2015.0,0.0,2,False
10.1017/s146625231500002x,26050574,Beyond statistical procedures for predictive modelling: Data mining algorithms and support for university research at QUT,2010.0,0.0,2,False
10.1017/s1751731108003376,22444174,Activation Sintering of Tungsten and its Effect on Some Mechanical Properties.,1965.0,0.0,2,False
10.1017/s1751731108003376,2167860661,Nutrition level and season of birth do not modify puberty of Payoya goat kids,2008.0,0.0,2,False
10.1017/s1751731110000613,22444705,Pressure Sensitive Tapes: A Report,1983.0,0.0,2,False
10.1017/s1751731110000613,2149551689,"Effect of breeding system, cycle and cage size during fattening on rabbit doe and growing rabbit performance under heat stress",2010.0,0.0,2,False
10.1017/s1751731110002004,22445410,La Virgen del Sol y Ntra. Sra. del Pilar: dos posibles tallas de Duque Cornejo y su círculo en Tarifa,2006.0,0.0,2,False
10.1017/s1751731110002004,2145776761,No apparent effect of an experimental narrow confinement on heart activity and cortisol in domestic pigs,2010.0,0.0,2,False
10.1017/s1751731112000717,22717263,"European Cities’ Entrepreneurship Ranking: Methods, Results, and Assessment",2010.0,0.0,2,False
10.1017/s1751731112000717,2122584826,Effects of species-diverse high-alpine forage on in vitro ruminal fermentation when used as donor cow's feed or directly incubated,2012.0,0.0,2,False
10.1017/s175173111300102x,23764254,"García Canclini, Néstor. Latinoamericanos buscando lugar en este siglo. Buenos Aires: Paidós, 2002, 116 p",2003.0,0.0,2,False
10.1017/s175173111300102x,2106500782,Haematological and serum biochemical responses of chickens to hydric stress,2013.0,0.0,2,False
10.1017/s1751731113002152,24284008,The Six Systems of Classical Hindu Philosophy,2012.0,0.0,2,False
10.1017/s1751731113002152,2155680459,The effect of the estrous cycle on the expression of prepro-orexin gene and protein and the levels of orexin A and B in the porcine pituitary,2013.0,0.0,2,False
10.1017/s1751731114000457,24680375,Tres años de gobierno de la izquierda en Francia: De la utopía hacia el realismo,1984.0,0.0,2,False
10.1017/s1751731114000457,2148369061,Use of herd management programmes to improve the reproductive performance of dairy cattle,2014.0,0.0,2,False
10.1017/s175173111400113x,26263027,A Academia e a regulación do galego escrito: As normas de 1970 e 1971,2006.0,0.0,2,False
10.1017/s175173111400113x,2011041614,"Effects of konjac flour inclusion in gestation diets on the nutrient digestibility, lactation feed intake and reproductive performance of sows",2014.0,0.0,2,False
10.1017/s1751731117002464,29056108,An Interview with a Humanistic Educator,2008.0,0.0,2,False
10.1017/s1751731117002464,2766584376,A combination of nutrition and genetics is able to reduce age at puberty in Nelore heifers to below 18 months,2017.0,0.0,2,False
10.1017/s1751731117003755,29362019,La perspectiva del cicle vital,2008.0,0.0,2,False
10.1017/s1751731117003755,2784650513,The influence of azaperone treatment at weaning on reproductive function in sows: ovarian activity and endocrine profiles during the weaning-to-ovulation interval,2018.0,0.0,2,False
10.1017/s1751731118000253,29477154,Stand density management in rainforest plantations,2005.0,0.0,2,False
10.1017/s1751731118000253,2794230650,"Review: Sperm–oocyte interactions and their implications for bull fertility, with emphasis on the ubiquitin–proteasome system",2018.0,0.0,2,False
10.1017/s1751731118000307,29478429,Universitätsbibliothek Wien : Fachbereichsbibliothek Zeitgeschichte : E-Zeitschriften,2008.0,0.0,2,False
10.1017/s1751731118000307,2791021841,"Milk production and composition, and progeny performance in young ewes with high merit for rapid growth and muscle and fat accumulation",2018.0,0.0,2,False
10.1017/s1751731118001374,29954467,Ataques contra la muralla de Madrid en el siglo XVII,1968.0,0.0,2,False
10.1017/s1751731118001374,2809964493,"Estimates of genetic parameters and genetic trends for growth, reproduction, milk production and milk composition traits of Awassi sheep",2018.0,0.0,2,False
10.1017/s175173111900020x,30774049,Compromisos por pensiones satisfechos con cargo al fondo interno de la empresa,2006.0,0.0,2,False
10.1017/s175173111900020x,2916236093,Dietary fish oil and flaxseed for rabbit does: fatty acids distribution and Δ6-desaturase enzyme expression of different tissues,2019.0,0.0,2,False
10.1017/s1751731119000958,31115283,Reforma Centro de Servicio al ciudadanoo. Cabildo Insular de Tenerife. Santa Cruz de Tenerife.,2000.0,0.0,2,False
10.1017/s1751731119000958,2945629610,Sows’ preferences for different forage mixtures offered as fresh or dry forage in relation to botanical and chemical composition,2019.0,0.0,2,False
10.1017/s2040174415000033,25697972,Análise da relação entre o tipo de não conformidades levantadas em auditoria e as motivações para a implementação dos sistemas de gestão da qualidade segundo a norma ISO 9001,2012.0,0.0,2,False
10.1017/s2040174415000033,2142888064,Prenatal diethylstilbestrol exposure and risk of obesity in adult women,2015.0,0.0,2,False
10.1017/s2040174421000702,34986913,Exploring Potential Factors in Determining the Price of Waterfront Land,2011.0,0.0,2,False
10.1017/s2040174421000702,4205885500,"Reproductive fluids, added to the culture media, contribute to minimizing phenotypical differences between in vitro-derived and artificial insemination-derived piglets",2022.0,0.0,2,False
10.1017/sjp.2015.104,26646620,La revolución de las crsitologías: Presentación,1987.0,0.0,2,False
10.1017/sjp.2015.104,2275810342,An Explanatory Model of Poverty from the Perspective of Social Psychology and Human Rights,2015.0,0.0,2,False
10.1021/ac000422r,10994974,En plena sequía informativa,1995.0,0.0,2,False
10.1021/ac000422r,2065465793,Quantitative Detection of Eight Phthalate Metabolites in Human Urine Using HPLC−APCI-MS/MS,2000.0,0.0,2,False
10.1021/ac000462v,11028625,Two sherds in a cigarbox: The Greek Component in Toscanos-Mainake,1992.0,0.0,2,False
10.1021/ac000462v,1990026335,"Trace Analysis of Ethanol, MTBE, and Related Oxygenate Compounds in Water Using Solid-Phase Microextraction and Gas Chromatography/Mass Spectrometry",2000.0,0.0,2,False
10.1021/ac001237g,11403285,Cardiovascular Reflex Function in the Rabbit Following Lesions of the Ventrolateral Medulla,1981.0,0.0,2,False
10.1021/ac001237g,2034517244,An Extraction Chromatography Method for Hf Separation Prior to Isotopic Analysis Using Multiple Collection ICP-Mass Spectrometry,2001.0,0.0,2,False
10.1021/ac001494l,11467558,Fnac: cómo llevar a cuestas la prevención sin que sea una pesada carga,2007.0,0.0,2,False
10.1021/ac001494l,2065522879,"Silyl Derivatization of Alkylphenols, Chlorophenols, and Bisphenol A for Simultaneous GC/MS Determination",2001.0,0.0,2,False
10.1021/ac001498q,11467545,Stress－Indused Hypothermia Involves Stimulation of Adenosine A1－Receptors in Rats,1985.0,0.0,2,False
10.1021/ac001498q,2068948174,Formaldehyde in Human Cancer Cells:  Detection by Preconcentration-Chemical Ionization Mass Spectrometry,2001.0,0.0,2,False
10.1021/ac010017f,11575793,El poema extenso arquitectura de palabras y silencios. En Piedra de sol y Blanco de Octavio Paz.,2007.0,0.0,2,False
10.1021/ac010017f,2070196868,Sulfur and Oxygen Isotope Analysis of Sulfate at Micromole Levels Using a Pyrolysis Technique in a Continuous Flow System,2001.0,0.0,2,False
10.1021/ac010243p,11476235,"Golf, Tort Law and the Need for Reform",2004.0,0.0,2,False
10.1021/ac010243p,2060689273,Chemically <scp>l</scp>-Phenylalaninamide-Modified Monolithic Silica Column Prepared by a Sol−Gel Process for Enantioseparation of Dansyl Amino Acids by Ligand Exchange-Capillary Electrochromatography,2001.0,0.0,2,False
10.1021/ac010617e,11774908,A short review on the trend of mobile commerce continuance intention studies and its underlying model,2013.0,0.0,2,False
10.1021/ac010617e,1970696723,An Automated Multidimensional Protein Identification Technology for Shotgun Proteomics,2001.0,0.0,2,False
10.1021/ac010627f,11866061,Regulatory institutions and firm behaviour: the evolution of regulatory relationships,2003.0,0.0,2,False
10.1021/ac010627f,2151002547,An Automated On-Line Multidimensional HPLC System for Protein and Peptide Mapping with Integrated Sample Preparation,2002.0,0.0,2,False
10.1021/ac010907v,11922319,Incompressibly lubricated Rayleigh step journal bearing. 1 - Zero-order perturbation solution,1968.0,0.0,2,False
10.1021/ac010907v,2081866631,Pin-Printed Chemical Sensor Arrays for Simultaneous Multianalyte Quantification,2002.0,0.0,2,False
10.1021/ac025596i,12403578,講演 兵器はなぜ容易に広まったのか : 武器移転規制の難しさ,2012.0,0.0,2,False
10.1021/ac025596i,2017158185,Mass-Produced Ionophore-Based Fluorescent Microspheres for Trace Level Determination of Lead Ions,2002.0,0.0,2,False
10.1021/ac025602a,12236362,Activated protein C resistance in antiphospholipid thrombosis syndrome,2000.0,0.0,2,False
10.1021/ac025602a,2018838968,ESI-MS/MS for the Differentiation of Diastereomeric Pyrimidine Glycols in Mononucleosides,2002.0,0.0,2,False
10.1021/ac025669y,12236371,Algunas precisiones sobre la provisión del virreinato de Navarra en los siglos XVII y XVIII,1994.0,0.0,2,False
10.1021/ac025669y,1989518145,Analysis of Biomolecular Interactions Using a Miniaturized Surface Plasmon Resonance Sensor,2002.0,0.0,2,False
10.1021/ac030196w,14710831,カンキツリポキシゲナーゼ(LOX)に関する研究(II)ラフレモン病害抵抗反応におけるLOX遺伝子の発現(平成12年度 日本植物病理学会大会 講演要旨),2000.0,0.0,2,False
10.1021/ac030196w,2013313482,Chip-Based Solid-Phase Extraction Pretreatment for Direct Electrospray Mass Spectrometry Analysis Using an Array of Monolithic Columns in a Polymeric Substrate,2003.0,0.0,2,False
10.1021/ac034987+,14719904,El más pequeño de los pasos,2012.0,0.0,2,False
10.1021/ac034987+,1996458190,Homogeneous Detection of Single Rolling Circle Replication Products,2003.0,0.0,2,False
10.1021/ac050031i,15924408,Mature LMFBR capital costs,1979.0,0.0,2,False
10.1021/ac050031i,1969367372,Contamination-Free Continuous Flow Microfluidic Polymerase Chain Reaction for Quantitative and Clinical Applications,2005.0,0.0,2,False
10.1021/ac050549m,16131071,Physical culture and disability,1994.0,0.0,2,False
10.1021/ac050549m,2047915492,Mechanism and Kinetics of Metalloenzyme Phosphomannose Isomerase:  Measurement of Dissociation Constants and Effect of Zinc Binding Using ESI-FTICR Mass Spectrometry,2005.0,0.0,2,False
10.1021/ac050777g,2000860411,Fabrication and Analysis of Spatially Uniform Field Electrokinetic Flow Devices:  Theory and Experiment,2005.0,0.0,2,False
10.1021/ac050777g,16255575,In-torus zirconium--aluminum getter pumping for beam-driven tokamaks,1977.0,0.0,2,False
10.1021/ac051328j,16383336,Life history notes: Gopherus agassizi (desert tortoise). Longevity,1981.0,0.0,2,False
10.1021/ac051328j,2049928776,Fabrication and Characterization of Nanostructured Pd Hydride pH Microelectrodes,2005.0,0.0,2,False
10.1021/ac051619s,16579614,Propostes per a l´educació d´avui.,1988.0,0.0,2,False
10.1021/ac051619s,1999022802,Hybridization Probe for Femtomolar Quantification of Selected Nucleic Acid Sequences on a Disposable Electrode,2006.0,0.0,2,False
10.1021/ac052086q,16906705,Characterization of fiber-matirx interfaces in ceramic composites,1988.0,0.0,2,False
10.1021/ac052086q,1982377447,Chemical Sensors Based on Micromachined Transducers with Integrated Piezoresistive Readout,2006.0,0.0,2,False
10.1021/ac061522l,17288405,Superficial Carcinoma of the Esophagus,1989.0,0.0,2,False
10.1021/ac061522l,2009160282,Magnetophoretic Immunoassay of Allergen-Specific IgE in an Enhanced Magnetic Field Gradient,2007.0,0.0,2,False
10.1021/ac100550c,20438055,Living Life Optimally with a Mean-Reverting Price of Risk,2006.0,0.0,2,False
10.1021/ac100550c,1963646970,Detection of Proteins and Protein−Ligand Complexes Using HgTe Nanostructure Matrixes in Surface-Assisted Laser Desorption/Ionization Mass Spectrometry,2010.0,0.0,2,False
10.1021/ac1008578,20552989,THE EFFECTS OF THE ROTATION OF STARS IN DIAGRAMS OF MULTICOLOR PHOTOMETRY.,1968.0,0.0,2,False
10.1021/ac1008578,2001145698,Temperature and Time-Resolved Total Internal Reflectance Fluorescence Analysis of Reusable DNA Hydrogel Chips,2010.0,0.0,2,False
10.1021/ac1021024,21174439,"Tarantino, el chico malo de Hollywood",2009.0,0.0,2,False
10.1021/ac1021024,2071985375,Self-Localizing Stabilized Mega-Pixel Picoliter Arrays with Size-Exclusion Sorting Capabilities,2010.0,0.0,2,False
10.1021/ac1024232,21306131,脑梗死患者下丘脑-垂体-甲状腺轴功能变化的临床观察,2009.0,0.0,2,False
10.1021/ac1024232,2317431198,Photocatalytically Patterned TiO<sub>2</sub>Arrays for On-Plate Selective Enrichment of Phosphopeptides and Direct MALDI MS Analysis,2011.0,0.0,2,False
10.1021/ac102769j,21322582,Interband transitions and the possibility of current states in systems with electron-hole pairing,1977.0,0.0,2,False
10.1021/ac102769j,2312546241,Real Time Detection of Lysozyme by Pulsed Streaming Potentials Using Polyclonal Antibodies Immobilized on a Renewable Nonfouling Surface Inside Plastic Microfluidic Channels,2011.0,0.0,2,False
10.1021/ac200314q,21456613,Extracting Feature Points on Human Eye Photographs.,1992.0,0.0,2,False
10.1021/ac200314q,2335530112,Beyond the Hydrogen Wave: New Frontier in the Detection of Trace Elements by Stripping Voltammetry,2011.0,0.0,2,False
10.1021/ac201267k,21830798,労働組合からの脱退の自由と結社からの自由 ―東芝労働組合小向支部 ・東芝事件―,2009.0,0.0,2,False
10.1021/ac201267k,2323097244,"High-Throughput, Accurate Mass Metabolome Profiling of Cellular Extracts by Flow Injection–Time-of-Flight Mass Spectrometry",2011.0,0.0,2,False
10.1021/ac202048y,21923122,Condiciones medioambientales y derechos fundamentales: Inmisiones perjudiciales que obligan a abandonar el domicilio (a propósito de la Sentencia del TEDH de 9 de diciembre de 1994),1996.0,0.0,2,False
10.1021/ac202048y,2007451025,DNA Adsorption to the Reservoir Walls Causing Irreproducibility in Studies of Protein–DNA Interactions by Methods of Kinetic Capillary Electrophoresis,2011.0,0.0,2,False
10.1021/ac300254d,22697387,Commentary: Methodological Biases in Estimating the Burden of Out-of-Pocket Expenses,2001.0,0.0,2,False
10.1021/ac300254d,2011195483,Multiple Precursor Ion Scanning of Gangliosides and Sulfatides with a Reversed-Phase Microfluidic Chip and Quadrupole Time-of-Flight Mass Spectrometry,2012.0,0.0,2,False
10.1021/ac3032405,23634639,Programmed instruction as a patient teaching tool: a study of myocardial infarction patients receiving warfarin.,1979.0,0.0,2,False
10.1021/ac3032405,1978474498,Rapid Quantification of Yeast Lipid using Microwave-Assisted Total Lipid Extraction and HPLC-CAD,2013.0,0.0,2,False
10.1021/ac303398b,23402311,К вопросу о гражданско-правовой классификации лекарственных средств,2010.0,0.0,2,False
10.1021/ac303398b,2286351771,Highly Specific and Ultrasensitive Graphene-Enhanced Electrochemical Detection of Low-Abundance Tumor Cells Using Silica Nanoparticles Coated with Antibody-Conjugated Quantum Dots,2013.0,0.0,2,False
10.1021/ac4000893,23477638,Spinoza's Ontology.,2004.0,0.0,2,False
10.1021/ac4000893,2072734901,Ultrahigh-Throughput Approach for Analyzing Single-Cell Genomic Damage with an Agarose-Based Microfluidic Comet Array,2013.0,0.0,2,False
10.1021/ac4015885,23965250,国立大学教員養成系学部におけるアドミッション・ポリシーの特徴-「求める学生像」の分類を通して-,2013.0,0.0,2,False
10.1021/ac4015885,2140885405,Isolation of Alpaca Anti-Idiotypic Heavy-Chain Single-Domain Antibody for the Aflatoxin Immunoassay,2013.0,0.0,2,False
10.1021/ac402885y,24094044,Rotational and vibrational synthetic spectra of linear parent molecules in comets,1987.0,0.0,2,False
10.1021/ac402885y,2332235517,Potentiometric Sensors with Carbon Black Supporting Platinum Nanoparticles,2013.0,0.0,2,False
10.1021/ac404153q,24611464,May the best genes win,2006.0,0.0,2,False
10.1021/ac404153q,2328154605,Visualizing Nanoparticle Dissolution by Imaging Mass Spectrometry,2014.0,0.0,2,False
10.1021/ac500911x,24762003,IX Международная научная конференция «Русское литературоведение на современном этапе: итоги и перспективы»,2010.0,0.0,2,False
10.1021/ac500911x,2161831440,Relative Quantification in Imaging of a Peptide on a Mouse Brain Tissue by Matrix-Assisted Laser Desorption Ionization,2014.0,0.0,2,False
10.1021/ac501039j,24821275,"Toruño-Haensly, Rhina y Nelson, Ardis L., eds. Juan Felipe Toruño en dos mundos",2007.0,0.0,2,False
10.1021/ac501039j,2325975573,Quantitative Ligand Immobilization Using Alginate Hydrogel Formed in a Capillary: Application for Online Affinity Concentration,2014.0,0.0,2,False
10.1021/ac502146c,25435245,"Fantaisie en fa mineur, D 940 : original pour piano à4 mains : pour piano à2 mains",2004.0,0.0,2,False
10.1021/ac502146c,2334410956,In Situ Solvothermal Growth of Metal–Organic Framework-5 Supported on Porous Copper Foam for Noninvasive Sampling of Plant Volatile Sulfides,2014.0,0.0,2,False
10.1021/ac5041617,25646934,L'ESSAI DE FRAGMENTATION DYNAMIQUE DES GRANULATS.,1972.0,0.0,2,False
10.1021/ac5041617,1987606206,Highly Reproducible Absolute Quantification of <i>Mycobacterium tuberculosis</i> Complex by Digital PCR,2015.0,0.0,2,False
10.1021/ac800260w,18479145,"Propuesta para la organización del Archivo Municipal de San Bernardo, región metropolitana de Santiago (Chile)",2011.0,0.0,2,False
10.1021/ac800260w,2071068331,Exploring the Precursor Ion Exclusion Feature of Liquid Chromatography−Electrospray Ionization Quadrupole Time-of-Flight Mass Spectrometry for Improving Protein Identification in Shotgun Proteome Analysis,2008.0,0.0,2,False
10.1021/ac901599d,19788251,La science en projets : régimes de financement et reconfigurations du travail des chercheurs académiques : le cas des sciences et technologies de l'information et de la communication en France (1982-2006),2010.0,0.1,2,False
10.1021/ac901599d,2079393076,Development of an Information-Rich LC−MS/MS Database for the Analysis of Drugs in Postmortem Specimens,2009.0,0.1,2,False
10.1021/ac902664x,20121220,Using computational tools for hydraulic design of hydropower plants,1995.0,0.0,2,False
10.1021/ac902664x,2001731731,Automation of the Anthrone Assay for Carbohydrate Concentration Determinations,2010.0,0.0,2,False
10.1021/ac951136w,8794926,一酸化炭素及び水素並びに低級アルコールより高級アルコール合成の機構に關する定性的檢討(II)第二級アルコール合成の機構並びに合成機構に關する諸説の考察,1944.0,0.0,2,False
